City_ID,City,Lat,Lan,Temp_max,Hum,Cloudness,WindSpeed,Country,Date
380,tura,25.5198,90.2201,81.75,61,41,6.76,IN,1617249487
383,gamboma,-1.8764,15.8644,70.93,91,97,2.33,CG,1617249488
384,ayan,56.45,138.1667,31.12,69,58,2.06,RU,1617249488
385,bonthe,7.5264,-12.505,77.81,89,45,4.14,SL,1617249488
386,haian,32.5436,120.45,57.99,86,100,12.06,CN,1617249488
387,nuevo casas grandes,30.4167,-107.9167,63.0,17,31,1.01,MX,1617249488
388,grand island,40.925,-98.342,37.99,48,1,6.15,US,1617249489
389,gornopravdinsk,60.05,69.9,31.89,95,100,11.99,RU,1617249489
390,russell,32.3502,-85.1999,53.6,82,90,17.27,US,1617249489
391,aldama,22.9167,-98.0667,77.0,95,100,4.0,MX,1617249489
392,aklera,24.4167,76.5667,86.22,6,0,3.04,IN,1617249489
393,shenjiamen,29.9576,122.298,61.48,95,100,0.54,CN,1617249489
394,husavik,66.0449,-17.3389,42.8,70,90,18.41,IS,1617249490
395,te anau,-45.4167,167.7167,67.73,39,100,2.04,NZ,1617249490
396,santa maria,-29.6842,-53.8069,64.4,88,75,1.14,BR,1617249490
398,gambela,8.25,34.5833,76.93,60,62,3.29,ET,1617249491
